model,reaction,lb,ub,subsystem,gpr
iML1515,EX_dmgly_e,0.0,1000.0,,
iML1515,EX_ethamp_e,0.0,1000.0,,
iML1515,EX_kynate_e,0.0,1000.0,,
iML1515,EX_Lkynr_e,0.0,1000.0,,
iML1515,EX_3hanthrn_e,0.0,1000.0,,
iML1515,ASNB0AT3tc,0.0,1000.0,,
iML1515,BETBGTtc,0.0,1000.0,,
iML1515,BUTSMCT1,0.0,1000.0,,
iML1515,CYSB0AT3tc,0.0,1000.0,,
iML1515,ESTRAABCtc,0.0,1000.0,,
iML1515,ESTROSABCCte,0.0,1000.0,,
iML1515,FOLABCCte,0.0,1000.0,,
iML1515,FOLOAT1tc,0.0,1000.0,,
iML1515,GABABGTtc,0.0,1000.0,,
iML1515,GLUB0AT3tc,0.0,1000.0,,
iML1515,ILEB0AT3tc,0.0,1000.0,,
iML1515,LEUKABCtc,0.0,1000.0,,
iML1515,NACSMCTte,0.0,1000.0,,
iML1515,PGLYCABCte,0.0,1000.0,,
iML1515,PHEB0AT3tc,0.0,1000.0,,
iML1515,PHEMEABCte,0.0,1000.0,,
iML1515,PPASMCT1,0.0,1000.0,,
iML1515,PSHSABCtc,0.0,1000.0,,
iML1515,RETABCtc,0.0,1000.0,,
iML1515,SRTNENT4tc,0.0,1000.0,,
iML1515,TRPB0AT3tc,0.0,1000.0,,
iML1515,TYRB0AT3tc,0.0,1000.0,,
iML1515,VALB0AT3tc,0.0,1000.0,,
iML1515,ARGSUCte,0.0,1000.0,,
iML1515,ACRNte,0.0,1000.0,,
iML1515,PCRNte,0.0,1000.0,,
iML1515,ODECRNte,0.0,1000.0,,
iML1515,STCRNte,0.0,1000.0,,
iML1515,EX_stcrn_e,0.0,1000.0,,
iML1515,BIOMASS_maintenance,0.0,1000.0,,
iML1515,BIOMASS_maintenance_noTrTr,0.0,1000.0,,
iML1515,C14825c,0.0,1000.0,,
iML1515,21HPRGNLONE,0.0,1000.0,,
iML1515,LCAT13e,0.0,1000.0,,
iML1515,LCAT15e,0.0,1000.0,,
iML1515,LCAT16e,0.0,1000.0,,
iML1515,LCAT18e,0.0,1000.0,,
iML1515,LCAT19e,0.0,1000.0,,
iML1515,LCAT25e,0.0,1000.0,,
iML1515,LCAT29e,0.0,1000.0,,
iML1515,LCAT32e,0.0,1000.0,,
iML1515,LCAT33e,0.0,1000.0,,
iML1515,LCAT35e,0.0,1000.0,,
iML1515,LCAT36e,0.0,1000.0,,
iML1515,LCAT40e,0.0,1000.0,,
iML1515,LCAT41e,0.0,1000.0,,
iML1515,LCAT42e,0.0,1000.0,,
iML1515,LCAT43e,0.0,1000.0,,
iML1515,LCAT44e,0.0,1000.0,,
iML1515,LCAT46e,0.0,1000.0,,
iML1515,LCAT48e,0.0,1000.0,,
iML1515,LCAT49e,0.0,1000.0,,
iML1515,LCAT50e,0.0,1000.0,,
iML1515,LCAT51e,0.0,1000.0,,
iML1515,LCAT57e,0.0,1000.0,,
iML1515,LCAT5e,0.0,1000.0,,
iML1515,LCAT6e,0.0,1000.0,,
iML1515,LCAT7e,0.0,1000.0,,
iML1515,LCAT8e,0.0,1000.0,,
iML1515,LCAT9e,0.0,1000.0,,
iML1515,SMS11,0.0,1000.0,,
iML1515,SMS12,0.0,1000.0,,
iML1515,SMS16,0.0,1000.0,,
iML1515,SMS14,0.0,1000.0,,
iML1515,SMS15,0.0,1000.0,,
iML1515,SMS2,0.0,1000.0,,
iML1515,SMS3,0.0,1000.0,,
iML1515,SMS4,0.0,1000.0,,
iML1515,SMS6,0.0,1000.0,,
iML1515,SMS7,0.0,1000.0,,
iML1515,LPS5e,0.0,1000.0,,
iML1515,LPS7e,0.0,1000.0,,
iML1515,PCHOLOLE_HSPLA2,0.0,1000.0,,
iML1515,PEOLE_HSPLA2,0.0,1000.0,,
iML1515,PCHOLPALME_HSPLA2,0.0,1000.0,,
iML1515,PCHOLPALM_HSPLA2,0.0,1000.0,,
iML1515,PEPALM_HSPLA2,0.0,1000.0,,
iML1515,PCHOLSTE_HSPLA2,0.0,1000.0,,
iML1515,PCHOL2PALM_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN15_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN183_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN1836_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN19_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN204_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN205_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN2254_HSPLA2,0.0,1000.0,,
iML1515,PE203_HSPLA2,0.0,1000.0,,
iML1515,PE224_HSPLA2,0.0,1000.0,,
iML1515,PEDH12_HSPLA2,0.0,1000.0,,
iML1515,PEDH14_HSPLA2,0.0,1000.0,,
iML1515,PEDH161_HSPLA2,0.0,1000.0,,
iML1515,PEDH13_HSPLA2,0.0,1000.0,,
iML1515,PEDH17_HSPLA2,0.0,1000.0,,
iML1515,PAILAR_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN24_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN261_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN281_HSPLA2,0.0,1000.0,,
iML1515,PCHOLN28_HSPLA2,0.0,1000.0,,
iML1515,PCHOLDOC_HSPLA2,0.0,1000.0,,
iML1515,PCHOLDEIC_HSPLA2,0.0,1000.0,,
iML1515,PCHOLDET_HSPLA2,0.0,1000.0,,
iML1515,PCHOLLINL_HSPLA2,0.0,1000.0,,
iML1515,PELINL_HSPLA2,0.0,1000.0,,
iML1515,CE4843HYDc,0.0,1000.0,,
iML1515,TETDECA511ACc,0.0,1000.0,,
iML1515,ACLYSHYc,0.0,1000.0,,
iML1515,HMCARNc,0.0,1000.0,,
iML1515,METTRANSc,0.0,1000.0,,
iML1515,ELAIDCRNte,0.0,1000.0,,
iML1515,LNLCCRNNAt,0.0,1000.0,,
iML1515,PHLACHt,0.0,1000.0,,
iML1515,12HPETATP,0.0,1000.0,,
iML1515,15KPROSTGF2t,0.0,1000.0,,
iML1515,21HPRGNLONEt1,0.0,1000.0,,
iML1515,21HPRGNLONEt2,0.0,1000.0,,
iML1515,34HPLte,0.0,1000.0,,
iML1515,3MHISt1,0.0,1000.0,,
iML1515,3MHISt2,0.0,1000.0,,
iML1515,4AABUTNt,0.0,1000.0,,
iML1515,4TMEABUTNt1,0.0,1000.0,,
iML1515,4TMEABUTNt2,0.0,1000.0,,
iML1515,56DTHMt,0.0,1000.0,,
iML1515,56DTHMtd,0.0,1000.0,,
iML1515,5AOPt,0.0,1000.0,,
iML1515,5HPETATP,0.0,1000.0,,
iML1515,ABTD1,0.0,1000.0,,
iML1515,ACLYSt,0.0,1000.0,,
iML1515,ACTHRte,0.0,1000.0,,
iML1515,ADPACtd,0.0,1000.0,,
iML1515,ADPOHt,0.0,1000.0,,
iML1515,AND19ONEt,0.0,1000.0,,
iML1515,ARACHETH,0.0,1000.0,,
iML1515,BILIVERDt,0.0,1000.0,,
iML1515,C02712te,0.0,1000.0,,
iML1515,C03990ATP,0.0,1000.0,,
iML1515,C04483t2,0.0,1000.0,,
iML1515,C04805ATP,0.0,1000.0,,
iML1515,C05463t1,0.0,1000.0,,
iML1515,C05463t2,0.0,1000.0,,
iML1515,C05957td,0.0,1000.0,,
iML1515,C06439t,0.0,1000.0,,
iML1515,C14768ATP,0.0,1000.0,,
iML1515,C14768td,0.0,1000.0,,
iML1515,C14769td2,0.0,1000.0,,
iML1515,C14771ATP,0.0,1000.0,,
iML1515,C14825ATP,0.0,1000.0,,
iML1515,C14826td,0.0,1000.0,,
iML1515,CE0328t,0.0,1000.0,,
iML1515,CE1273t1,0.0,1000.0,,
iML1515,CE1273t2,0.0,1000.0,,
iML1515,CE1297t,0.0,1000.0,,
iML1515,CE2028t,0.0,1000.0,,
iML1515,CE2176t,0.0,1000.0,,
iML1515,CE2445t,0.0,1000.0,,
iML1515,CE2513ATP,0.0,1000.0,,
iML1515,CE4843t,0.0,1000.0,,
iML1515,CE4843td,0.0,1000.0,,
iML1515,CE6031t,0.0,1000.0,,
iML1515,CE6247t,0.0,1000.0,,
iML1515,CE7082ATP,0.0,1000.0,,
iML1515,CE7172ATP,0.0,1000.0,,
iML1515,CORTSNt,0.0,1000.0,,
iML1515,DIHOLINETH,0.0,1000.0,,
iML1515,DOCTETETH,0.0,1000.0,,
iML1515,DODECANACtd,0.0,1000.0,,
iML1515,EX_15HPET_e,0.0,1000.0,,
iML1515,EX_21hprgnlone_e,0.0,1000.0,,
iML1515,EX_2oxoadp_e,0.0,1000.0,,
iML1515,EX_3hmp_e,0.0,1000.0,,
iML1515,EX_3mhis_e,0.0,1000.0,,
iML1515,EX_4aabutn_e,0.0,1000.0,,
iML1515,EX_5HPET_e,0.0,1000.0,,
iML1515,EX_7dhchsterol_e,0.0,1000.0,,
iML1515,EX_acgly_e,0.0,1000.0,,
iML1515,EX_aclys_e,0.0,1000.0,,
iML1515,EX_acorn_e,0.0,1000.0,,
iML1515,EX_acthr__L_e,0.0,1000.0,,
iML1515,EX_and19one_e,0.0,1000.0,,
iML1515,EX_aracheth_e,0.0,1000.0,,
iML1515,EX_C06314_e,0.0,1000.0,,
iML1515,EX_C14771_e,0.0,1000.0,,
iML1515,EX_C14825_e,0.0,1000.0,,
iML1515,EX_CE0955_e,0.0,1000.0,,
iML1515,EX_CE1556_e,0.0,1000.0,,
iML1515,EX_CE5304_e,0.0,1000.0,,
iML1515,EX_CE6031_e,0.0,1000.0,,
iML1515,EX_CE6247_e,0.0,1000.0,,
iML1515,EX_CE7082_e,0.0,1000.0,,
iML1515,EX_CE7083_e,0.0,1000.0,,
iML1515,EX_CE7172_e,0.0,1000.0,,
iML1515,EX_didecaeth_e,0.0,1000.0,,
iML1515,EX_dodecanac_e,0.0,1000.0,,
iML1515,EX_forglu_e,0.0,1000.0,,
iML1515,EX_HC00900_e,0.0,1000.0,,
iML1515,EX_hexdeceeth_e,0.0,1000.0,,
iML1515,EX_hexdiac_e,0.0,1000.0,,
iML1515,EX_hxcoa_e,0.0,1000.0,,
iML1515,EX_leuktrB4woh_e,0.0,1000.0,,
iML1515,EX_lineth_e,0.0,1000.0,,
iML1515,EX_lnlccrn_e,0.0,1000.0,,
iML1515,EX_magarachi_hs_e,0.0,1000.0,,
iML1515,EX_maglinl_hs_e,0.0,1000.0,,
iML1515,EX_magole_hs_e,0.0,1000.0,,
iML1515,EX_magpalm_hs_e,0.0,1000.0,,
iML1515,EX_magste_hs_e,0.0,1000.0,,
iML1515,EX_mev__R_e,0.0,1000.0,,
iML1515,EX_Nacasp_e,0.0,1000.0,,
iML1515,EX_oleth_e,0.0,1000.0,,
iML1515,EX_pailar_hs_e,0.0,1000.0,,
iML1515,EX_pchol2linl_hs_e,0.0,1000.0,,
iML1515,EX_pchol2ole_hs_e,0.0,1000.0,,
iML1515,EX_pchol2palm_hs_e,0.0,1000.0,,
iML1515,EX_pchol2ste_hs_e,0.0,1000.0,,
iML1515,EX_pcholeic_hs_e,0.0,1000.0,,
iML1515,EX_pcholet_hs_e,0.0,1000.0,,
iML1515,EX_pchollinl_hs_e,0.0,1000.0,,
iML1515,EX_pcholmyr_hs_e,0.0,1000.0,,
iML1515,EX_pcholn19_hs_e,0.0,1000.0,,
iML1515,EX_pcholn201_hs_e,0.0,1000.0,,
iML1515,EX_pcholn203_hs_e,0.0,1000.0,,
iML1515,EX_pcholn204_hs_e,0.0,1000.0,,
iML1515,EX_pcholn205_hs_e,0.0,1000.0,,
iML1515,EX_pcholn224_hs_e,0.0,1000.0,,
iML1515,EX_pcholn225_hs_e,0.0,1000.0,,
iML1515,EX_pcholn28_hs_e,0.0,1000.0,,
iML1515,EX_pe12_hs_e,0.0,1000.0,,
iML1515,EX_pe14_hs_e,0.0,1000.0,,
iML1515,EX_pelinl_hs_e,0.0,1000.0,,
iML1515,EX_pendecaeth_e,0.0,1000.0,,
iML1515,EX_peste_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln180241_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln18117_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln18118_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln18120_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln181201_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln18123_hs_e,0.0,1000.0,,
iML1515,EX_sphmyln1824_hs_e,0.0,1000.0,,
iML1515,EX_steeth_e,0.0,1000.0,,
iML1515,EX_tetdecaeth_e,0.0,1000.0,,
iML1515,EX_thrnt_e,0.0,1000.0,,
iML1515,EX_tmlys_e,0.0,1000.0,,
iML1515,EX_urcan_e,0.0,1000.0,,
iML1515,EX_xolest181_hs_e,0.0,1000.0,,
iML1515,EX_xolest182_hs_e,0.0,1000.0,,
iML1515,EX_xolest183_hs_e,0.0,1000.0,,
iML1515,EX_xolest204_hs_e,0.0,1000.0,,
iML1515,EX_xolest226_hs_e,0.0,1000.0,,
iML1515,GLYC_Rt,0.0,1000.0,,
iML1515,HC00319t1,0.0,1000.0,,
iML1515,HC00900t2,0.0,1000.0,,
iML1515,HC00900t3,0.0,1000.0,,
iML1515,HEPDECETH,0.0,1000.0,,
iML1515,HEXDIACtd,0.0,1000.0,,
iML1515,HGENTISt,0.0,1000.0,,
iML1515,HMCARNt,0.0,1000.0,,
iML1515,LCYSTt,0.0,1000.0,,
iML1515,LEUKTRB4WCOOHt,0.0,1000.0,,
iML1515,LEUKTRB4WOHt,0.0,1000.0,,
iML1515,LPIPECOLt,0.0,1000.0,,
iML1515,OAAt_1,0.0,1000.0,,
iML1515,pac,0.0,1000.0,,
iML1515,PROSTGI2c,0.0,1000.0,,
iML1515,TETDECA511ACtd,0.0,1000.0,,
iML1515,TETDECAETH,0.0,1000.0,,
iML1515,THRNTt,0.0,1000.0,,
iML1515,TMLYStd,0.0,1000.0,,
iML1515,TRIDECETH,0.0,1000.0,,
iML1515,TTDCEAATP,0.0,1000.0,,
iML1515,TXB2c,0.0,1000.0,,
iML1515,EX_acile__L_e,0.0,1000.0,,
iML1515,EX_acleu__L_e,0.0,1000.0,,
iML1515,EX_achom__L_e,0.0,1000.0,,
iML1515,PHACGLYt,0.0,1000.0,,
iML1515,EX_estriol_e,0.0,1000.0,,
iML1515,EX_acglu_e,0.0,1000.0,,
iML1515,EX_CE2510_e,0.0,1000.0,,
iML1515,EX_phlac_e,0.0,1000.0,,
iML1515,TTDCEAt,0.0,1000.0,,
iML1515,3HPPPNOHGLUCc,0.0,1000.0,,
iML1515,HC02220c,0.0,1000.0,,
iML1515,HC02194c,0.0,1000.0,,
iML1515,HC02197c,0.0,1000.0,,
iML1515,HC02198c,0.0,1000.0,,
iML1515,HC02195te,0.0,1000.0,,
iML1515,DM_k_c,0.0,1000.0,,
iML1515,PCSF,0.0,1000.0,,
iML1515,PCRESOLup,0.0,1000.0,,
iML1515,EX_pheacgly_e,0.0,1000.0,,
iML1515,EX_pcresol_e,0.0,1000.0,,
iML1515,EX_pcs_e,0.0,1000.0,,
iML1515,MEPIt,0.0,1000.0,,
iML1515,RETINALt,0.0,1000.0,,
iML1515,1MNCAMt,0.0,1000.0,,
iML1515,LEULEUt,0.0,1000.0,,
iML1515,PROGLyt,0.0,1000.0,,
iML1515,THBPTt,0.0,1000.0,,
iML1515,EX_retinal_e,0.0,1000.0,,
iML1515,EX_thbpt_e,0.0,1000.0,,
iML1515,EX_alaargcys_e,0.0,1000.0,,
iML1515,EX_alaarggly_e,0.0,1000.0,,
iML1515,EX_alaasnleu_e,0.0,1000.0,,
iML1515,EX_alahisala_e,0.0,1000.0,,
iML1515,EX_alalysthr_e,0.0,1000.0,,
iML1515,EX_argalaala_e,0.0,1000.0,,
iML1515,EX_argalathr_e,0.0,1000.0,,
iML1515,EX_argarglys_e,0.0,1000.0,,
iML1515,EX_argargmet_e,0.0,1000.0,,
iML1515,EX_argcysser_e,0.0,1000.0,,
iML1515,EX_arggluglu_e,0.0,1000.0,,
iML1515,EX_argglupro_e,0.0,1000.0,,
iML1515,EX_arghisthr_e,0.0,1000.0,,
iML1515,EX_argpromet_e,0.0,1000.0,,
iML1515,EX_argprothr_e,0.0,1000.0,,
iML1515,EX_argtyrval_e,0.0,1000.0,,
iML1515,EX_asncyscys_e,0.0,1000.0,,
iML1515,EX_asnmetpro_e,0.0,1000.0,,
iML1515,EX_asnpheasp_e,0.0,1000.0,,
iML1515,EX_asntyrphe_e,0.0,1000.0,,
iML1515,EX_aspasnglu_e,0.0,1000.0,,
iML1515,EX_aspglutrp_e,0.0,1000.0,,
iML1515,EX_asphispro_e,0.0,1000.0,,
iML1515,EX_asplyshis_e,0.0,1000.0,,
iML1515,EX_aspprolys_e,0.0,1000.0,,
iML1515,EX_cysaspphe_e,0.0,1000.0,,
iML1515,EX_cyscys_e,0.0,1000.0,,
iML1515,EX_cysleuthr_e,0.0,1000.0,,
iML1515,EX_cystyrasn_e,0.0,1000.0,,
iML1515,EX_glnhishis_e,0.0,1000.0,,
iML1515,EX_glnhislys_e,0.0,1000.0,,
iML1515,EX_glnlyslys_e,0.0,1000.0,,
iML1515,EX_glnlystrp_e,0.0,1000.0,,
iML1515,EX_glnproglu_e,0.0,1000.0,,
iML1515,EX_gluargleu_e,0.0,1000.0,,
iML1515,EX_gluthr_e,0.0,1000.0,,
iML1515,EX_gluthrlys_e,0.0,1000.0,,
iML1515,EX_glutrpala_e,0.0,1000.0,,
iML1515,EX_glytyrlys_e,0.0,1000.0,,
iML1515,EX_glyvalhis_e,0.0,1000.0,,
iML1515,EX_hisargcys_e,0.0,1000.0,,
iML1515,EX_hiscyscys_e,0.0,1000.0,,
iML1515,EX_hisglylys_e,0.0,1000.0,,
iML1515,EX_hishislys_e,0.0,1000.0,,
iML1515,EX_hislysala_e,0.0,1000.0,,
iML1515,EX_hislysthr_e,0.0,1000.0,,
iML1515,EX_hismet_e,0.0,1000.0,,
iML1515,EX_hisphearg_e,0.0,1000.0,,
iML1515,EX_hisprolys_e,0.0,1000.0,,
iML1515,EX_histrphis_e,0.0,1000.0,,
iML1515,EX_ileasnhis_e,0.0,1000.0,,
iML1515,EX_ileasp_e,0.0,1000.0,,
iML1515,EX_ileprolys_e,0.0,1000.0,,
iML1515,EX_leuasplys_e,0.0,1000.0,,
iML1515,EX_leuleutrp_e,0.0,1000.0,,
iML1515,EX_leupro_e,0.0,1000.0,,
iML1515,EX_leusertrp_e,0.0,1000.0,,
iML1515,EX_leutrp_e,0.0,1000.0,,
iML1515,EX_leutrparg_e,0.0,1000.0,,
iML1515,EX_leuval_e,0.0,1000.0,,
iML1515,EX_lysglnphe_e,0.0,1000.0,,
iML1515,EX_lysgluglu_e,0.0,1000.0,,
iML1515,EX_lyslyslys_e,0.0,1000.0,,
iML1515,EX_lyspheile_e,0.0,1000.0,,
iML1515,EX_lysvalphe_e,0.0,1000.0,,
iML1515,EX_metglyarg_e,0.0,1000.0,,
iML1515,EX_metmetile_e,0.0,1000.0,,
iML1515,EX_mettrpphe_e,0.0,1000.0,,
iML1515,EX_pheasnmet_e,0.0,1000.0,,
iML1515,EX_pheasp_e,0.0,1000.0,,
iML1515,EX_pheleuasp_e,0.0,1000.0,,
iML1515,EX_phelysala_e,0.0,1000.0,,
iML1515,EX_phephe_e,0.0,1000.0,,
iML1515,EX_phephethr_e,0.0,1000.0,,
iML1515,EX_phethrlys_e,0.0,1000.0,,
iML1515,EX_phetrpleu_e,0.0,1000.0,,
iML1515,EX_phetyrgln_e,0.0,1000.0,,
iML1515,EX_prohistyr_e,0.0,1000.0,,
iML1515,EX_proleuarg_e,0.0,1000.0,,
iML1515,EX_proproarg_e,0.0,1000.0,,
iML1515,EX_protrplys_e,0.0,1000.0,,
iML1515,EX_protrpthr_e,0.0,1000.0,,
iML1515,EX_serargala_e,0.0,1000.0,,
iML1515,EX_sercysarg_e,0.0,1000.0,,
iML1515,EX_sertrphis_e,0.0,1000.0,,
iML1515,EX_thrasntyr_e,0.0,1000.0,,
iML1515,EX_thrilearg_e,0.0,1000.0,,
iML1515,EX_thrmetarg_e,0.0,1000.0,,
iML1515,EX_thrphearg_e,0.0,1000.0,,
iML1515,EX_thrserarg_e,0.0,1000.0,,
iML1515,EX_thrthrarg_e,0.0,1000.0,,
iML1515,EX_trpalapro_e,0.0,1000.0,,
iML1515,EX_trpargala_e,0.0,1000.0,,
iML1515,EX_trpaspasp_e,0.0,1000.0,,
iML1515,EX_trpglutyr_e,0.0,1000.0,,
iML1515,EX_trpiletrp_e,0.0,1000.0,,
iML1515,EX_trplys_e,0.0,1000.0,,
iML1515,EX_trpmetval_e,0.0,1000.0,,
iML1515,EX_trpprogly_e,0.0,1000.0,,
iML1515,EX_trpproleu_e,0.0,1000.0,,
iML1515,EX_trpsertyr_e,0.0,1000.0,,
iML1515,EX_trpthrile_e,0.0,1000.0,,
iML1515,EX_trpthrtyr_e,0.0,1000.0,,
iML1515,EX_trptyrgln_e,0.0,1000.0,,
iML1515,EX_tyralaphe_e,0.0,1000.0,,
iML1515,EX_tyrargser_e,0.0,1000.0,,
iML1515,EX_tyrglu_e,0.0,1000.0,,
iML1515,EX_tyrtyr_e,0.0,1000.0,,
iML1515,EX_tyrvalmet_e,0.0,1000.0,,
iML1515,EX_valarggly_e,0.0,1000.0,,
iML1515,EX_vallystyr_e,0.0,1000.0,,
iML1515,EX_valtrpphe_e,0.0,1000.0,,
iML1515,EX_valval_e,0.0,1000.0,,
iML1515,ALALYSTHRt,0.0,1000.0,,
iML1515,ARGALAPHEt,0.0,1000.0,,
iML1515,ARGARGMETt,0.0,1000.0,,
iML1515,ARGCYSGLYt,0.0,1000.0,,
iML1515,ARGGLUGLUt,0.0,1000.0,,
iML1515,ARGGLYGLYt,0.0,1000.0,,
iML1515,ARGHISTHRt,0.0,1000.0,,
iML1515,ARGLEUPHEt,0.0,1000.0,,
iML1515,ARGLYSASPt,0.0,1000.0,,
iML1515,ARGPROMETt,0.0,1000.0,,
iML1515,ARGSERSERt,0.0,1000.0,,
iML1515,ARGVALCYSt,0.0,1000.0,,
iML1515,ASNASNARGt,0.0,1000.0,,
iML1515,ASNMETPROt,0.0,1000.0,,
iML1515,ASNPHEASPt,0.0,1000.0,,
iML1515,ASNTYRGLYt,0.0,1000.0,,
iML1515,ASNTYRTHRt,0.0,1000.0,,
iML1515,ASPALAARGt,0.0,1000.0,,
iML1515,ASPASNGLUt,0.0,1000.0,,
iML1515,ASPGLUt,0.0,1000.0,,
iML1515,ASPGLUPROt,0.0,1000.0,,
iML1515,ASPGLUTRPt,0.0,1000.0,,
iML1515,ASPHISPROt,0.0,1000.0,,
iML1515,ASPLYSGLUt,0.0,1000.0,,
iML1515,ASPLYSHISt,0.0,1000.0,,
iML1515,ASPMETASPt,0.0,1000.0,,
iML1515,ASPPROLYSt,0.0,1000.0,,
iML1515,CYSASNMETt,0.0,1000.0,,
iML1515,CYSGLNMETt,0.0,1000.0,,
iML1515,CYSLEUTHRt,0.0,1000.0,,
iML1515,CYSSERMETt,0.0,1000.0,,
iML1515,CYSTYRASNt,0.0,1000.0,,
iML1515,GLNASNGLNt,0.0,1000.0,,
iML1515,GLNHISHISt,0.0,1000.0,,
iML1515,GLNLYSLYSt,0.0,1000.0,,
iML1515,GLNLYSTRPt,0.0,1000.0,,
iML1515,GLNPROGLUt,0.0,1000.0,,
iML1515,GLNTYRLEUt,0.0,1000.0,,
iML1515,GLUARGLEUt,0.0,1000.0,,
iML1515,GLUASNLEUt,0.0,1000.0,,
iML1515,GLULEUt,0.0,1000.0,,
iML1515,GLUTHRLYSt,0.0,1000.0,,
iML1515,GLUTRPALAt,0.0,1000.0,,
iML1515,GLYHISASNt,0.0,1000.0,,
iML1515,GLYLYSCYSt,0.0,1000.0,,
iML1515,GLYLYSPHEt,0.0,1000.0,,
iML1515,GLYTYRLYSt,0.0,1000.0,,
iML1515,GLYVALHISt,0.0,1000.0,,
iML1515,HISARGSERt,0.0,1000.0,,
iML1515,HISASPt,0.0,1000.0,,
iML1515,HISLYSGLUt,0.0,1000.0,,
iML1515,HISLYSILEt,0.0,1000.0,,
iML1515,HISLYSTHRt,0.0,1000.0,,
iML1515,HISLYSVALt,0.0,1000.0,,
iML1515,HISMETGLNt,0.0,1000.0,,
iML1515,HISPHEARGt,0.0,1000.0,,
iML1515,HISPROLYSt,0.0,1000.0,,
iML1515,HISTRPHISt,0.0,1000.0,,
iML1515,ILEGLNGLUt,0.0,1000.0,,
iML1515,ILEPROLYSt,0.0,1000.0,,
iML1515,LEUALAARGt,0.0,1000.0,,
iML1515,LEULEUTRPt,0.0,1000.0,,
iML1515,LEUPROt,0.0,1000.0,,
iML1515,LEUPROARGt,0.0,1000.0,,
iML1515,LEUSERTRPt,0.0,1000.0,,
iML1515,LEUTRPARGt,0.0,1000.0,,
iML1515,LYSARGLEUt,0.0,1000.0,,
iML1515,LYSCYSHISt,0.0,1000.0,,
iML1515,LYSGLNPHEt,0.0,1000.0,,
iML1515,LYSPHEILEt,0.0,1000.0,,
iML1515,LYSTRPARGt,0.0,1000.0,,
iML1515,LYSVALPHEt,0.0,1000.0,,
iML1515,METASNTYRt,0.0,1000.0,,
iML1515,METGLYARGt,0.0,1000.0,,
iML1515,METHISLYSt,0.0,1000.0,,
iML1515,METMETILEt,0.0,1000.0,,
iML1515,METPHEARGt,0.0,1000.0,,
iML1515,METTRPPHEt,0.0,1000.0,,
iML1515,PHEASNMETt,0.0,1000.0,,
iML1515,PHEASPt,0.0,1000.0,,
iML1515,PHELEUt,0.0,1000.0,,
iML1515,PHELYSALAt,0.0,1000.0,,
iML1515,PHELYSPROt,0.0,1000.0,,
iML1515,PHEPHEASNt,0.0,1000.0,,
iML1515,PHEPHETHRt,0.0,1000.0,,
iML1515,PHETHRLYSt,0.0,1000.0,,
iML1515,PHETRPLEUt,0.0,1000.0,,
iML1515,PHETYRt,0.0,1000.0,,
iML1515,PROCYSt,0.0,1000.0,,
iML1515,PROGLNPROt,0.0,1000.0,,
iML1515,PROGLULYSt,0.0,1000.0,,
iML1515,PROHISt,0.0,1000.0,,
iML1515,PROHISTYRt,0.0,1000.0,,
iML1515,PROPHEt,0.0,1000.0,,
iML1515,PROPROARGt,0.0,1000.0,,
iML1515,PROPROPROt,0.0,1000.0,,
iML1515,PROTRPTHRt,0.0,1000.0,,
iML1515,SERARGALAt,0.0,1000.0,,
iML1515,SERARGTRPt,0.0,1000.0,,
iML1515,SERGLYGLUt,0.0,1000.0,,
iML1515,SERLYSHISt,0.0,1000.0,,
iML1515,SERTRPHISt,0.0,1000.0,,
iML1515,THRGLNGLUt,0.0,1000.0,,
iML1515,THRGLNTYRt,0.0,1000.0,,
iML1515,THRSERARGt,0.0,1000.0,,
iML1515,TRPALAPROt,0.0,1000.0,,
iML1515,TRPARGALAt,0.0,1000.0,,
iML1515,TRPASPASPt,0.0,1000.0,,
iML1515,TRPGLNGLNt,0.0,1000.0,,
iML1515,TRPGLULEUt,0.0,1000.0,,
iML1515,TRPGLUPROt,0.0,1000.0,,
iML1515,TRPGLUTYRt,0.0,1000.0,,
iML1515,TRPGLYLEUt,0.0,1000.0,,
iML1515,TRPGLYPHEt,0.0,1000.0,,
iML1515,TRPGLYVALt,0.0,1000.0,,
iML1515,TRPHISMETt,0.0,1000.0,,
iML1515,TRPILELYSt,0.0,1000.0,,
iML1515,TRPLEUVALt,0.0,1000.0,,
iML1515,TRPLYSt,0.0,1000.0,,
iML1515,TRPMETVALt,0.0,1000.0,,
iML1515,TRPPROGLYt,0.0,1000.0,,
iML1515,TRPPROVALt,0.0,1000.0,,
iML1515,TRPSERTYRt,0.0,1000.0,,
iML1515,TRPTHRILEt,0.0,1000.0,,
